Message,Label,Source
"🔥🔥🔥🔥🔥🔥🔥啟德體育園(全國運動會)工作崗位招募🔥🔥🔥🔥🔥🔥🔥
 全國運動會賽事將於2025年11月於啟德體育園舉行，全運會是中國規模最大、水平最高的綜合性運動會🏅，每四年舉辦一屆。香港賽區的相關工作由統籌辦及啟德體育園共同協調。Manpower 作為啟德體育園的指定人力資源合作機構，現進行公開招募👥
 
 啟德體育園(全國運動會)所需崗位如下:
 收銀員 $90/hr [職責: 於小食攤位中負責收銀工作, 必須具備一定的英語能力]
 食物包裝員 $86/hr [職責: 於小食攤位中負責食物包裝及倒飲料工作]
 廚師學徒 $90/hr [職責: 於廚房內協助主廚助廚協作備料]
 西廚 $115/hr [職責: 按照主廚的指示去烹煮當日指定菜式, 必須具備一定廚房年資]
 洗碗員 $95/hr [職責: 依照指示清潔廚房用具,必須具備操作洗碗碟機經驗]
 
 有興趣同事請以”啟德全國運動會工作申請_你的姓名_電話號碼“為標題, 內文可以為空白，發送電郵至kaitakproject@manpowergrc.hk, 我們同事將電郵發送相關申請表格給你, 截止日期為2025年9月25日（星期四）",normal,Moovup
"服飾) 銷售助理 (Whatsapp Joan #59275108 申請)
 日期：10月6-23日 (共16日)
 時間：09:30-22:00 (當中9-10小時)
 Shift A: 09:30 - 18:30 (60分鐘無薪飯鐘)
 Shift B: 13:00 - 22:00 (60分鐘無薪飯鐘)
 地點：銅鑼灣
 時薪：$90+(按表現有銷售獎金)
 職責：推銷服飾, 協助處理店內其他事宜等
 要求：主動/積極，流利中英文, 可全期上班, 有銷售經驗 (特賣場)優先 ,需參與網上面試及培訓
 申請時請附上履歷表和近照",normal,Moovup
"精品Sales Associate (Whatsapp Ferry #9809 3740連同CV近照申請)
 日期: 9月1日-10月12日 (一星期最少返3日或以上, 必須每月有兩日或以上星期六日工作)
 時間: 10:00-22:00 (編更制; 其中9小時, 一小時有薪飯鐘)
 時薪: $65 (+$15/小時 attendance bonus)
 地點: 尖沙咀/中環/銅鑼灣/金鐘
 服飾:公司提供制服, 自備黑長褲+黑皮鞋, 長髮過肩需綁好
 職責: 向客人介紹及推廣產品, 協助店鋪日常運作, 提供良好的顧客服務
 要求: 有相關銷售工作經驗及一星期最少返3日或以上者優先考慮，星期六日可上班優先考慮, 高主動性",normal,Moovup
"拍賣會小助手 (Whatsapp Jasmine #61278094申請 )
 日期: 2025年7月28日（星期一）
 時間: 中午12:00至下午4:00（4小時）
 時薪: $65
 地點: 沙田
 服飾: 商務正裝（例如西裝或禮服）
 職責: 按指示於拍賣會中提供支援工作
 要求: 擁有適合進出拍賣場所之服裝，準時有禮,，有經驗者優先考慮
 
 如果你對上述職位有興趣, 請連同你的
 1.履歷（CV）
 2.全身商務正裝照片
 3.30秒粵語自我介紹影片",normal,Moovup
"Booth Helper (Whatsapp #59275108申請)
 日期：7月5日-7月6日
 時間：11:00-18:00 (7小時)
 地點：HKCEC
 時薪：$60
 職責：負責介紹攤位, 派發小冊子, 播放影片
 衣著：Business Formal
 要求：中英文流利, 有測試背景工作經驗優先,歡迎應屆畢業生, 必須出席7月2日位於黃竹坑briefing
 *申請時請附上CV及近照*",normal,Moovup
"Administrative Assistant (WhatsApp Sandy#55919352申請)
 
 *_Responsibilities:_*
 * Responsible for general office administration duties and clerical support;
 * Responsible for procurement of office supplies, electronic devices and professional services;
 * Liaise with external service providers;
 * Assist in preparing the annual budget for Office Administration Team;
 * Assist in scheduling and coordinating meetings and minutes taking
 * Back up the receptionist (if required);
 *_Requirements:_*
 * Degree holder in Business Administration or related discipline(s);
 * 1-2 years of relevant experience in sizable companies is preferred; fresh graduates are welcome;
 * With strong sense of responsibility; Well organized and detail oriented;
 * Full of team spirit, good interpersonal and communication skills;
 * Good command of written and spoken English and Putonghua;
 * Proficient in MS office Word, Excel, PowerPoint and Chinese Word Processing;
 * Immediate available will be an advantage
 Date: Mondays – Fridays
 Time: 09:00 – 18:00
 Location: Central
 Salary: Negotiable",normal,Moovup
"Marketing & Admin Executive/Specialist (up to 28K)
 (WhatsApp Taner#90222762 申請)
 日期: 即日起
 時間: 星期一至五 ; 09:00-17:00
 地點: 鰂魚涌
 月薪: 可議
 職責：與團隊和合作夥伴協作，執行行銷活動和包裝專案，支援活動在地化，分析市場趨勢和監控競爭對手，協助制定行銷預算，提供行政支持，主導內部互動活動，參與臨時項目，為行銷專案提供行政、營運和協調工作，並聯絡相關方。
 要求：相關學士學位，至少兩年大型公司工作經驗，最好在快速消費品行業，具商業意識、策略思維和分析方法，跨職能專案管理經驗，出色溝通能力，積極主動，能獨立工作，優秀英語和普通話表達能力。
 申請時請提供1.目前及預期薪金 2.CV 3.可上班日期",normal,Moovup
"商場積分換領/推廣Supervisor (Whatsapp Taner #90222762連同CV近照申請)
 合約期：由7月開始（一年合約）
 地點：沙田
 月薪：面議
 職責：監督商場積分換領/推廣日常運作及管理；準備每日輪值表並分配工作；培訓、監督和評估員工績效；處理投訴
 要求：具商場或活動監督/主管經驗；良好的中文、英文和普通話能力
 
 申請時請提供 1. 預期薪金 2. 履歷及近照 3. 可上班日期",normal,Moovup
"About the Role
 We are looking for a Mobility Operations Intern to support our Hong Kong team. This internship offers exposure to how a rideshare platform operates in a highly competitive and dynamic market. You will collaborate closely with the Operations team and cross-functional partners to drive initiatives that enhance driver and passenger satisfaction.
 
 Key Responsibilities
 
 Support strategies for attracting and acquiring new drivers, including incentive programs and engagement activities.
 
 Communicate with drivers and gather feedback to implement operational improvements.
 
 Assist in creating and maintaining support materials, FAQs, and process documentation.
 
 Conduct market research on mobility trends, competitor strategies, and driver preferences in Hong Kong.
 
 Monitor and analyze key operational metrics such as supply-demand balance, trip completion, and incentive performance.
 
 Provide data-driven insights and recommendations to improve efficiency and driver experience.
 
 Collaborate with Product, Marketing, and Customer Support teams on initiatives for the Hong Kong market.
 
 Requirements
 
 Current undergraduate student in Business, Analytics, Engineering, or a related field.
 
 Strong analytical skills; proficient in Excel/Google Sheets (SQL knowledge is a plus).
 
 Good communication skills in both Cantonese and English.
 
 Proactive, detail-oriented, and eager to learn.
 
 Passionate about the mobility, transport, or tech platform industry.
 
 What We Offer
 
 Hands-on experience in ride-hailing and platform operations.
 
 Opportunities to work on impactful projects and gain real-world insight.
 
 Collaborative learning environment with experienced mentors.
 
 Paid internship based in Hong Kong (6 months, full-time preferred).",normal,Moovup
"This is a Golden opportunity to experience the Asset and Risk Management Industry. We believe in providing a high quality training of financial services that fosters continuous professional development to high new worth individuals and proven to significantly enhance client’s portfolio.
 
 Candidates who are looking for an opportunity where provide professional training support to experience the business environment and career development are welcome to join our program:
 
 
 
 Requirement:
 
 Degree holder in all discipline
 
 Energetic and outgoing
 
 Mature, self-motivated, hardworking and willing to learn
 
 Part time working experiences and Fresh Graduate are welcomed. (1-2 years working experience is an advantage.)
 
 Experience in banking industry or background in mainland will be an advantage
 
 Hong Kong Students are also welcome
 
 Fluent in English and Chinese is an advantage
 
 
 
 Responsibilities:
 
 Perform marketing research and analyze business model, market and policies
 
 Draft research reports on potential acquisition targets or investment opportunities
 
 Analyze external economic trends, political and legislation changes, for their financial impact on the investments;
 
 Provide professional advice for clients on asset Management and asset protection
 
 Constantly meeting both individual and corporate clients, monitor clients' investment and react on market changes Communicate with fund houses and product providers
 
 
 
 Interested parties please click Apply Now.
 
 Please note: Short listed candidates will be notified within eight (8) weeks of the date of this advertisement. All personal data collected will be kept confidential and used for recruitment purposes only.",normal,Moovup
"What You'll Do:
 
 Provide support in responding to merchant inquiries & Klook product onboarding
 
 Facilitate the Klook product from existing platform to the new platform
 
 Klook product feedback collection
 
 
 
 What You'll Need:
 
 Attention to Detail and Patience: 90% of the work involves executing operational tasks
 
 Work Hours: At least 3 days a week
 
 Language Skills: Strong English reading and writing skills; good English listening and speaking skills are a plus",normal,Moovup
"日期: 27/11 - 1/12
 
 時間: 11:00-22:00 (按地點而定其中9hrs), 1小時無薪飯鍾
 
 地點: 金鐘, 銅鑼灣, 尖沙咀, 觀塘, 沙田
 
 時薪: $70/hr
 
 番足全期(27/11-1/12), 無遲到早退 時薪: $75/hr
 
 
 
 工作內容:
 
 * 熱情迎接客人
 
 * 保持店鋪環境清潔
 
 * 控制人流
 
 要求:
 
 * 番到全期優先
 
 * 積極, 主動, 守時, 有負責心
 
 * 有禮貌, 良好工作態度
 
 * 良好溝通能力, 懂英語及普通話",normal,Moovup
"Responsibilities: 
 
 Assist with daily operations of the cruise terminal;
 
 Assist in leading and managing part-time staff;
 
 Offer assistance and services to tourists;
 
 Responsible for maintaining order and crowd management at the cruise terminal;
 
 Provide various concierge services;
 
 General clerical work, including data entry, assisting in writing reports, etc.
 
 
 
 Requirements: 
 
 Good command of both written and spoken English, Chinese and Putonghua;
 
 Proficiently in Microsoft Office;
 
 Minimum 2 year of work experience in customer service, hospitality and travel industry;
 
 DSE or above;
 
 Immediate available is highly preferred
 
 
 
 Working Hours: 6 - 12 hours per day; 5 days per week; shift duties: 06:00 - 22:00 (depending on actual ship calls)
 
 Hourly Rate: HK$93
  
 
 We offer attractive remuneration package, medical and insurance benefits, annual leave and provident fund. Please respond in complete confidence with a cover letter, detailed resume, current and expected salary by e-mail.",normal,Moovup
