Message,Label,Source,Language
"空缺: 2 個
編號 :
22-25-0028457 AC 兼職
日期 :
28/10/2025
職位 :
兼職會計兼行政文員**
公司/僱主名稱 :
W OFFICE LIMITED
地區 :
荔枝角,新界
行業 :
商用服務業
職責 :
會計簿記、財務月結表、資料輸入、對數、計成本、文書工作; 需外勤工作及派駐客戶公司工作
資歷 :
中五程度; 5年經驗; 良好粵語; 懂讀寫中文; 略懂讀寫英文; 懂Microsoft Office; 懂MS Excel; 懂英文打字; 懂中文打字; 懂使用會計軟件(MYOB, Peachtree, Xero)優先
待遇 :
每小時$70.00 - $80.00, 有每小時超時工作津貼$80, 星期一至五: 上午9時至下午2時, 每週工作1天至3天
申請須知 :
求職者可電郵(woffice.ask@gmail.com)履歷表給W OFFICE LIMITED。如要索取收集個人資料聲明, 請與黃女士(Email)聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
32-25-0018609 SA 兼職
日期 :
28/10/2025
職位 :
兼職STEAM銷售員**
公司/僱主名稱 :
ACAO (HK) LIMITED
地區 :
火炭
行業 :
商用服務業
職責 :
透過不同渠道, 接觸客戶群(學校/機構/個人), 介紹STEAM課程; 跟進及解答客戶, 達到課程報名目標; 收集市場意見及協助團隊優化推廣策略; 負責一般文書工作; 需外勤工作
資歷 :
專上教育：文憑/證書; 2年經驗; 良好粵語; 一般普通話; 良好英語; 懂讀寫中文; 懂讀寫英文
待遇 :
每小時$80.00 - $150.00, 上午10時至下午5時半, 每週工作2天至3天,輪休, 每天工作 4 小時
申請須知 :
求職者可電郵(recruit@acao.com.hk)履歷表給ACAO (HK) LIMITED。如要索取收集個人資料聲明, 請與歐小姐(Email)聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
35-25-0024962 SK 兼職
日期 :
04/11/2025
職位 :
倉務員**
公司/僱主名稱 :
華發集團有限公司
地區 :
葵涌
行業 :
進出口貿易
職責 :
負責日常倉務工作
資歷 :
沒有學歷要求; 良好粵語; 懂讀寫中文; 懂使用手唧車或電唧車
待遇 :
每小時$100.00, 星期一至五: 上午9時至下午1時, 每週工作5天
申請須知 :
求職者可致電23204888與華發集團有限公司趙先生聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 2 個
編號 :
21-25-0018630 CK 兼職
日期 :
05/11/2025
職位 :
兼職工程文員**
公司/僱主名稱 :
浩成建築工程有限公司
地區 :
觀塘
行業 :
建造業
職責 :
一般文書工作 (包括文件存檔、資料輸入、複印等)；地盤工作進度和編製記錄報告等；需戶外工作 : 工程拍照記錄, 到銀行, 交標等；協助各部門處理特派工作；接聽電話，提供客戶支援 (懂簡單POINTPOINT/AUTOCAD/PHOTOSHOP優先)
資歷 :
中三程度; 1年經驗; 良好粵語; 一般普通話; 一般英語; 懂讀寫中文; 略懂讀寫英文; 懂電腦文書處理; 懂Microsoft Office; 懂中文打字; 懂AutoCAD; 工作細心、有責任感；有維修工程經驗優先；工作表現良好, 可轉為全職
待遇 :
每小時$60.00 - $80.00, 星期一至五: 上午9時半至下午6時, 每週工作3天至5天, 每天工作 4 - 6 小時
申請須知 :
求職者可電郵(admin@bsuccess.co)履歷表及期望薪酬給浩成建築工程有限公司。如要索取收集個人資料聲明, 請與韓小姐(Email)聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
22-25-0029425 CL 兼職
日期 :
06/11/2025
職位 :
兼職清潔員**
公司/僱主名稱 :
THE 'STAR' FERRY CO LTD
地區 :
尖沙咀
行業 :
運輸業
職責 :
負責觀光輪上客艙、傢俱、座椅、洗手間、餐飲服務間、甲板、駕駛室、儲存艙等衞生消毒、打掃、清潔和相關雜務工作(包括存艙貨品搬運)等; 負責碼頭辦公室清潔工作
資歷 :
小六程度; 6個月經驗; 良好粵語; 略懂讀寫中文
待遇 :
每小時$65.00, 上午8時至中午12時或下午1時至下午5時, 每週工作4天,輪休, 每天工作 4 小時
申請須知 :
求職者可致電21186227與THE 'STAR' FERRY CO LTD李小姐聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 大量
編號 :
22-25-0029253 WT 兼職
日期 :
06/11/2025
職位 :
兼職侍應**
公司/僱主名稱 :
群順有限公司
地區 :
港九新界
行業 :
飲食業
職責 :
一般樓面工作：負責為客人點餐、傳菜、結帳及操作收銀機、擺設及收拾餐桌、服務客人等
資歷 :
沒有學歷要求; 1年經驗; 一般粵語; 懂讀寫中文
待遇 :
每小時$55.00 - $80.00, 上午11時至下午4時或下午5時至下午10時, 每週工作4天至5天,輪休, 每天工作 4 - 5 小時
申請須知 :
求職者可致電67103700與群順有限公司廖小姐聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 大量
編號 :
22-25-0029255 CO 兼職
日期 :
06/11/2025
職位 :
兼職廚房助理**
公司/僱主名稱 :
群順有限公司
地區 :
港九新界
行業 :
飲食業
職責 :
負責預備及製作食材、支援或負責烹調米線食品、處理水吧/外賣訂單、協助清潔廚房及廚房一般雜務
資歷 :
沒有學歷要求; 1年經驗; 一般粵語; 略懂讀寫中文
待遇 :
每小時$55.00 - $80.00, 上午11時至下午4時或下午5時至下午10時, 每週工作4天至5天,輪休, 每天工作 4 - 5 小時
申請須知 :
求職者可致電67103700與群順有限公司廖小姐聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 2 個
編號 :
35-25-0025364 TE 兼職
日期 :
07/11/2025
職位 :
功課班及專科班導師**
公司/僱主名稱 :
思啟卓越有限公司
地區 :
青衣
行業 :
教育服務業
職責 :
教導學生功課，檢查功課，維持課室秩序，教授小一至小六中文、英文、數學知識，製作工作紙，基本文書等等
資歷 :
中七程度; 良好粵語; 良好普通話; 良好英語; 懂讀寫中文; 懂讀寫英文
待遇 :
每小時$70.00 - $110.00, 星期一至五: 下午4時至下午8時及星期六: 上午10時至下午4時, 每週工作3天至6天, 每天工作 2 - 4 小時, 無需超時工作
申請須知 :
求職者可致電36890586與思啟卓越有限公司黃小姐聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
11-25-0016908 CL 兼職
日期 :
07/11/2025
職位 :
辦公室清潔員**
公司/僱主名稱 :
CASH FINANCIAL SERVICES GROUP LIMITED
地區 :
銅鑼灣
行業 :
金融業
職責 :
負責清倒垃圾, 吸塵, 淋花, 洗杯, 清潔辦公室範圍
資歷 :
沒有學歷要求; 良好粵語; 懂讀寫中文
待遇 :
每小時$70.00 - $75.00, 星期一至五: 上午9時半至下午1時半, 每週工作5天
申請須知 :
電郵(recruitment@cash.com.hk)履歷表給CASH FINANCIAL SERVICES GROUP LIMITED。如要索取收集個人資料聲明, 請與卓小姐(Tel: 22878949)聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
33-25-0014842 CL 兼職
日期 :
07/11/2025
職位 :
清潔員**
公司/僱主名稱 :
傑信吊機有限公司
地區 :
流浮山
行業 :
建造業
職責 :
負責寫字樓及戶外工場一般清潔(包括廁所清潔)
資歷 :
沒有學歷要求; 良好粵語優先; 一般普通話; 懂讀寫中文; 略懂讀寫英文
待遇 :
每小時$70.00, 星期一至六: 上午8時至中午12時, 每週工作6天, 每天工作 4 小時
申請須知 :
求職者可傳真(23227611)或電郵(kitshun1982@gmail.com)履歷表給傑信吊機有限公司。如要索取收集個人資料聲明, 請與嚴女士(Tel:62273779)聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
33-25-0015007 LA 兼職
日期 :
07/11/2025
職位 :
半職一級工友 (職位編號︰CAH1/WM250519/251103)**
公司/僱主名稱 :
仁愛堂
地區 :
元朗
行業 :
福利機構
職責 :
負責清潔、庶務及外勤等工作
資歷 :
小六程度; 良好粵語; 懂讀寫中文; 具清潔及庶務工作經驗優先
待遇 :
每月$7,929(視乎學歷工作經驗而定), 上午7時至下午8時, 每週工作3天,輪班,輪休, 每天工作 9 小時, (每週工作27小時)
申請須知 :
求職者可電郵(job@yot.org.hk)履歷表給仁愛堂。如要索取收集個人資料聲明, 請與湯小姐(Email)聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
21-25-0018861 AC
日期 :
07/11/2025
職位 :
會計文員**
公司/僱主名稱 :
新華旅遊有限公司
地區 :
觀塘區
行業 :
商用服務業
職責 :
負責處理日常會計工作 ; 協調其他部門的會計事宜；如有需要，處理主管指派臨時任務
資歷 :
中五程度; 1年經驗; 良好粵語; 良好普通話; 一般英語; 懂讀寫中文; 略懂讀寫英文; 懂MS Excel; 持有LCC中級證書; 懂中英文電腦操作; 工作積極主動、有責任感、能承受工作壓力
待遇 :
每月$13,000 - $15,000, 有銀行假期 及晉升機會, 星期一至五: 上午9時至下午6時, 每週工作5天, 每天工作 9 小時
申請須知 :
求職者可電郵(hr@hksunflower.com)履歷表給新華旅遊有限公司。如要索取收集個人資料聲明, 請與黃小姐(Email)聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 2 個
編號 :
22-25-0029551 LA 兼職
日期 :
07/11/2025
職位 :
搬運工**
公司/僱主名稱 :
宏利建材貿易公司
地區 :
深水埗
行業 :
零售業
職責 :
負責跟車, 搬運英泥沙,上料及清泥頭,主要負責推車仔
資歷 :
沒有學歷要求; 1年經驗; 一般粵語; 懂閱讀中文; 有相關經驗優先
待遇 :
每日$900.00 - $1,000.00, 星期一至六: 上午8時至下午6時, 每週工作1天至6天, 每天工作 10 小時
申請須知 :
求職者可致電94000379與宏利建材貿易公司許女士聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
12-25-0022314 SK
日期 :
07/11/2025
職位 :
夜班倉務員**
公司/僱主名稱 :
四海環球食品有限公司
地區 :
黃竹坑
行業 :
其他製造業
職責 :
負責上貨, 配貨;一般倉務工作;需體力勞動工作;清潔工場
資歷 :
沒有學歷要求; 1年經驗; 一般粵語; 略懂讀寫中文; 略懂讀寫英文
待遇 :
每月$15,000 - $16,500, 有超時工作津貼, 勤工獎金, 年假8天, 銀行假期 及生日假, 下午8時至上午5時半, 每週工作6天,輪休
申請須知 :
求職者可致電21087567與四海環球食品有限公司洪小姐聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 大量
編號 :
12-25-0022432 MA
日期 :
07/11/2025
職位 :
高級主任/分店主任**
公司/僱主名稱 :
一粥麵
地區 :
柴灣,北角,小西灣,鴨脷洲,西環
行業 :
飲食業
職責 :
負責確保分店樓面及水吧日常運作暢順; 督導及培訓屬下員工以達至公司水準要求
資歷 :
中三程度; 1年經驗; 良好粵語; 懂讀寫中文; 具1年或以上餐飲業經驗
待遇 :
每月$13,100 - $15,400, 有超時工作津貼, 在職培訓, 醫療福利, 供膳食, 晉升機會 及交通津貼, 上午6時半至下午10時半, 每週工作6天,輪班,輪休, 每天工作 9 小時
申請須知 :
求職者可致電26017816與一粥麵黃小姐聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
12-25-0022186 MI
日期 :
07/11/2025
職位 :
本地油船船主兼加油員**
公司/僱主名稱 :
大興行(香港)有限公司
地區 :
香港仔,大角咀,長洲
行業 :
零售業
職責 :
負責操作本地油船，到油庫取油及派送至公司各船站；日常油品裝卸，船隻清潔及保養工作
資歷 :
小六程度; 5年經驗; 良好粵語; 略懂讀寫中文; 持有船上貨物處理基礎安全訓練課程證明書（藍咭）; 持本地二級船長及三級輪機操作員牌照
待遇 :
每月$18,000 - $20,000, 有每小時超時工作津貼$100 及酌情性花紅, 上午8時至翌日上午8時, 每週工作3天至4天, 輪休, 每天工作 24 小時, 間中需要超時工作; 返一天休息一天 / 返二天休息二天
申請須知 :
求職者可致電28733078與大興行(香港)有限公司黃小姐聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"洗衣工場📣📣📣📣📣
荃灣區 工場
急聘 ‼️請女摺衫員 
月結現金票出糧
星期一至日 (6天工作)
$60/h 起
如需要其他時間亦可以 
歡迎WhatsApp查詢55019668。
簡單易做 要有身份證(假證免問)",normal,Unknown,zh
"銅鑼灣串燒居酒屋
誠聘兼職廚房 （中工）
時薪$70-75/起 視乎工作經驗（可現金)
兼職上班時間:
午市：11:00-15:00 4小時工作
有意Whatsapp/pm：鄭生61896117",normal,Unknown,zh
特別歡迎上咗年紀的來應聘 💰💰急聘全職💰💰 旺角桌球會場務員 晚班下午 06:00-凌晨 04:00 無需經驗，輕鬆又穩定工作 手板眼見功夫，肯做就請 有興趣可WHATSAPP / 致電 9492 5814 蘇生查詢,normal,Unknown,zh
"青衣 凍倉 坐鏟 13-22$800，8-5 $750 倉務 13-22 $700 星期一至六 WhatsApp 54285463""",normal,Unknown,zh
"📌【 金鐘 - 萬豪酒店Jw The Loung 】📌
🌈職位： 樓面侍應
💰時薪：$80 (供東亞強積金)
💰出糧方式：逢星期四過戶出糧
❗️：一定要有東亞強積金
⏰ 返工時間 ⏰
♊11月8日 星期六
🔺1200-2130
🔺1330-2300
♊11月9日 星期日
🔺1130-2100
♊11月10日 星期一
🔺1200-2130
🔺1330-2300
♊11月11日 星期二
🔺1330-2300
♊11月12日 星期三
🔺1330-2300
♊11月13日 星期四
🔺1200-2130
🔺1330-2300
♊11月143日 星期五四
🔺1200-2130
🔺1330-2300
♊11月15日 星期六
🔺1200-2130
🔺1330-2300
♊11月16日 星期日
🔺1200-2130
🔺1330-2300
➖➖➖➖➖➖➖➖➖➖
❤️ 酒店派上身制服，返工請自備黑西褲黑色皮鞋黑色襪
如有興趣返工請盡快連貼文聯絡Whatsapp：
💄Eirwen ：5626 7768💄
💍Yvonne：9378 4283💍",normal,Unknown,zh
"🌟🌟 電子倉務員(有冷氣)📦📦
 地點：葵涌3號碼頭
 早班： 星期一至五 9am-6pm🕘🕕 
 月薪: $13250/月(已包勤工)
 5️⃣天工作，負責執貨，搬貨等工作，需要用槍執貨及用嘅車倉務經驗，懂基本英文電腦操作
 福利：MPF，7日大假，銀行假期
歡迎致電📞/WhatsApp📳: 9360 2262/5500 7787/6337 7383",normal,Unknown,zh
"荃灣日式餐廳招聘，(要落場) 歡迎新移民，新畢業，新入行的你加入我們：
全職打河傳菜員 $面議
水吧甜品員 $面議
和食學徒 $16500起
全職清潔洗碗員 1 名 - $70/鐘
兼職清潔洗碗員 1 名 - $70/鐘
星期一至四 12:00-15:00
星期五 12:00-15:00 17:30-22:00
星期六日及公眾假期 12:00-16:00 17:00-22:00
兼職侍應 $65起
12:00 - 15:00 / 18:00 - 22:00
星期六/日 12:00-16:00 17:00-22:00
我們提供以下福利
1/ 每月例假
2/ 7-12日有薪年假
3/ 每月小費
4/ 勤工獎
5/ 免費員工膳食
有意者請直接 whatsapp 91639768
安排預約面試。",normal,Unknown,zh
"第一太平戴維斯物業管理有限公司 早更高級保安員/保安員 中環區商廈 早更0730 – 1630時 9小時工作，每周工作6天，勞假輪休。月薪HK$18,000至HK$19,000（視乎職位及經驗而定），另加酌情性花紅，試用期後有醫療咭，7天年假。每月經銀行自動轉賬準時出糧，工作穩定，不調盤。學歷不拘，3-4年經驗，公司提供在職培訓。一般商業大廈保安工作，日常巡樓，協助處理緊急事故，穿著制服。流利廣東話、一般英語及普通話。必須持有效保安人員許可證及QAS證書。能即時上班者優先。有意者請致電2949 0538與伍先生聯絡。",normal,Unknown,zh
"招臨時男演員 Challenge挑戰主題影片拍攝 要求: 16歲或以上, 願仔 歡迎中學生、大學生或非華裔人士參與 (絕無任何色情或任何標露成分) 拍攝時間: 約2個鐘左右,可就model時間 車馬費:可以提供返$1000,現金即時出 地點:旺角/佐敦 日期: 11月9日(星期日) 有興趣請DM近照/comp card, 或Add TG:@Hk246810",normal,Unknown,zh
"荃灣（串燒）全職廚房（白紙）$18500-$20000 視乎經驗 有相關經驗可議 全職 14:00-24:00 -6日例假 -14日勞工假 -7日大假 有良好晉升機會，後生仔檔 簡單易做 有意請洽Louis 電話：61055552WhatsApp""",normal,Unknown,zh
"我哋請人啦！健身教練（需識講粵語同英文）
我哋 清水灣 Coach and Cook Fitness 大招人才！
大招識講廣東話同英文健身教練！
呢個此係你, 而且你又想勝於健身群體？快啲嚟穩我哋啦！
有意者請電郵 lovelymae@ggcoach.online 或 WhatsApp 6302 9996
We're Hiring! 💪 Bilingual Personal Trainers
Coach & Cook Fitness (Clearwater Bay) is expanding! We need talented trainers fluent in English AND Cantonese.
Help us build a stronger, healthier community.
Interested?
📧 lovelymae@ggcoach.online
📞 6302 9996",normal,Unknown,zh
"📣尖沙咀-瑰麗酒店 聘請兼職樓面侍應📣
📍 招聘職位：兼職樓面侍應（後生仔女檔）  
💼 基本要求：18歲或以上  
💰 時薪：$80/小時（每週出糧，銀行轉帳）  
⚠️特別日子可達$100-$120/小時
✨ 為何選擇我們？  
✅ 面試安全，私隱有保障  
- 直接到酒店內見工，資料保密，入職更安心  
✅ 彈性排更，靈活選擇  
- 早更、午更、夜更、通宵更自由選擇  
- 適合學生、打工族，輕鬆配合個人時間  
✅ 穩定收入，高薪吸引  
- 全日更可達 $1000+/日，工作 20 日可達 $20,000+  
- 靈活安排，兼職也能有高收入  
⏰ 工作時間參考  
- 早更：06:00-09:00 至 18:00-24:15  
- 午更：11:00-17:00 至 19:00-24:15  
- 夜更：18:00-19:00 至 24:15-04:00  
- 通宵更：23:00-24:00 至 04:00-08:00  
✅ 即報即返，無需長期合約  
- 彈性更期，想返就返，隨時搵錢  
✅ 免費員工餐  
- 提供酒店級膳食，省錢又方便  
🎯 簡單工作，無壓力  
- 主要負責出餐、收碟、酒水服務
按指示工作，易上手  
⚠️ 儀容要求  
- 男生需剪短頭髮  
- 女生不可塗指甲油或Gel甲  
- 鮮艷髮色需染回黑色  
📩 查詢及報名：請WTS聯絡6181 0121 朗
📌 名額有限，立即行動
",normal,Unknown,zh
"裝貨員 機場航班裝卸員 裝飛機板/裝飛機箱 處理出口貨物

早07:30-17:30 $700 中13:00-23:00 $720 夜22:30-08:30 $760

剷車手 航班裝卸 裝飛機板/裝飛機箱 處理出口貨物

核對提單號碼 點數 釘網 機場國泰貨運站 返工時間：

07:30-17:30 $800 13:00-23:00 $830 22:30-08:30 $890

星期糧 現金糧 要先上堂考取禁區證 有專人培訓 上堂有津貼$1000

有興趣歡迎預約安排面試 WhatsApp 9789 9814鄭先生",normal,Unknown,zh
"尖沙咀高級會所Bar🍾無需經驗 聘請拳手PartyGirl 時薪800一小時
自由選擇上下班時間
無需做過 協助保持氣氛亦可 歡迎試工一樣即日現金出糧
Whatsapp : 68916537",normal,Unknown,zh
"【深水埗麥當勞】McCafé 咖啡師（夜班）
時薪$50-$55（視乎可上班時間）
工作內容:
• 調配McCafé義式咖啡, 茶類飲料及製作食品
• 維持McCafé的日常營運
• 提供優質顧客服務
• 收銀及櫃檯管理
• 簡單清潔及維護保養工作
歡迎致電/Whatsapp 61102622 馬小姐查詢
申請人所提供的資料將保密
免費膳食 / 彈性上班時間 / 有薪培訓 / 良好晉升階梯 / 持續進修計劃 / 員工六折優惠 / 公司
員工活動",normal,Unknown,zh
"職位：倉務員
人工：$600
地點：荃灣(快遞物流倉有冷氣)
時間：基本星期一至六9:00-18:00
工作內容：過機，分貨，跟單執貨
💡簡單英文，基本電腦操作
出糧方式：星期糧，逢星期一出",normal,Unknown,zh
"職位：倉務員 $640 加班每小時$70
地點：葵涌大窩口 （電子貨倉）
時間：星期一至六 08:00-18:00
🤩包一餐午飯
內容：流水式生產/入箱/組裝
💪能夠加班者更佳
出糧方式：星期糧；逢星期三戶口過數，或逢星期五現金",normal,Unknown,zh
"職位：男倉務員
人工：$660 (連勤工)
地點：大埔工業村（有冷氣食品工場）
時間：星期一至六08:00-18:00 
🤩包一餐午飯
👍🏼有食品廠房經驗優先
工作內容：拉貨，回收蛋托，洗機
出糧方式：星期糧；逢星期二出",normal,Unknown,zh
"工場清潔工作
地區：葵涌（兼職）
日期：逢星期一至六
時間：星期一至五：7:00-11:00(4小時)
星期六：7:00-12:00(5小時)
薪金：$8200/月
工作：吸塵、拖地、倒垃圾、清抹設備、洗廁所、清潔茶水間等等
電話： 9089 1150 蕭小姐",normal,Unknown,zh
"工場加辦公室清潔工作
地區：屯門
日期：逢星期一至五
時間：7:30-8:30(1小時)
薪金：$2600/月
工作：吸塵、拖地、倒垃圾、清抹設備、洗廁所、清潔茶水間等等
電話： 9089 1150 蕭小姐
",normal,Unknown,zh
"Job: 招聘以下職位

Contact: WhatsApp 55007787

Position: 倉務員(化妝品)(有冷氣)

Location: 葵興樂業工業中心",normal,Unknown,zh
"Job: 元朗白沙村冷氣倉 - 坐鏟

Location: 近山下建材

Pay: 09:00-18:00 $750, OT$85",normal,Unknown,zh
"Job: 荃灣串燒 - 全職廚房（白紙）

Pay: $18,500-$20,000

Description: 視乎經驗",normal,Unknown,zh
"香港展覽會請人
 截止日直到聖誕節前 
半更 09:00-13:00 日$440  
半更 13:00-17:00 日$440 
（日日都要人 一至七）4-8個鐘都可以
擺設展品，協助維持秩序，物料統計及整理
男女亦可 經驗不拘 好易上手 包飯
有意請直接Whatsapp 44919649",normal,Unknown,zh
"Job: 頌安清潔員工

Pay: $14,300

Benefits: 約滿酬金6%, 颱風津貼

Contact: 46786544 陳小姐",normal,Unknown,zh
"請炒散Christmas Event Helper｜即日開工優先
開工日期：6/11-31/12，公司提供衫，自備長褲波鞋
時間：10:00-18:00 / 12:00-20:00（自由揀，自由報）
一日返三個鐘都得，一星期返一人日都得
日薪：$900（收工即出，現金出糧）
工作內容：設置展位、擺設產品、派發單張或禮品
無需經驗｜歡迎白紙｜可試工｜男女都得
有意者請聯絡 WhatsApp 9154 3214",fraud,Unknown,zh
"Job: 招香港陪讀媽媽 - 照看小朋友

Pay: $220-250/hour

Contact: WhatsApp 5946 8532",fraud,Unknown,zh
"Job: 現金外快 - 即日做完即pay現金

Pay: HK$20,000-80,000 一日做完",fraud,Unknown,zh
"Job: 倉務員 (兼職/炒散)

Pay: $95/hour, 即日pay

Shifts: 09:00-17:00 or 18:00-02:00",fraud,Unknown,zh
"急！急！急！請大量兼職炒散封箱貼Label員 收工即出
早更 09:00-17:00 日$960  個鐘120
中更 16:00-00:00 日$960  個鐘120
通宵 00:00-08:00 日$960  個鐘120
（日日都要人 一至七）短炒4-5個鐘都可以
封箱 貼上標籤或條碼（唔使搬重物）
*包膳食 包飯鐘 車費津貼  男女亦可 經驗不拘 好易上手 
-*環境整潔舒適及有冷氣 有車接送
-*土瓜灣,深水埗,新蒲崗,旺角,沙田,上水,荃灣,觀塘,葵青,元朗
有意請直接Whatsapp 67774251",fraud,Unknown,zh
"Job Title
貼Label/執貨員
(Labeling / Picker)

Job Type
長返/兼職/臨時工/炒散 (19歲以上)
(Long-term / Part-time / Temporary / Casual work (19 years old and above))

Description
簡單易上手, 無需搬重物, 歡迎白紙
(Simple and easy to learn, no need to move heavy objects, beginners welcome)

Work Schedule & Pay
自由報更 / 按鐘計、自己揀時間返
(Flexible scheduling / Paid by the hour, choose your own work time)

早更 (Morning Shift): 07:00-13:00 $700 / .100
午更 (Afternoon Shift): 15:00-21:00 $800 / .110
夜更 (Night Shift): 23:00-05:00 $900 / .120
Benefits (福利)
無嘢做可以坐
(Can sit when there is no work to do)
包個飯鐘同膳食/膳食
(Includes paid meal break and meal)
通宵津貼, 交通津貼等
(Overnight allowance, transportation allowance, etc.)
Locations (地點)
九龍城 (Kowloon City)
灣仔 (Wan Chai)
上水 (Sheung Shui)
北角 (North Point)
赤柱 (Stanley)
旺角 (Mong Kok)
深水埗 (Sham Shui Po)
黃大仙 (Wong Tai Sin)
觀塘 (Kwun Tong)
葵青 (Kwai Tsing)
沙田 (Sha Tin)
將軍澳 (Tseung Kwan O)
屯門 (Tuen Mun)
荃灣 (Tsuen Wan)
柴灣 (Chai Wan)
香港仔 (Aberdeen)
Other Information
即日開工 💰 現金出糧 經驗唔拘
(Start same day 💰 Paid in cash, No experience required)

Contact Information
6412 4626 (Penny)",fraud,Unknown,zh
"Job: 美聯物業屯門團隊 - 地產新星招募

Description: 無老土規矩！無沈悶Office！後生熱血團隊

Keywords: ""零經驗？正呀！""",fraud,Unknown,zh
"我呢度要請男女幫手癡聖誕禮盒label
做完即日出糧，環境又有冷氣❗️
人工：$115蚊/鐘 hr up
時間: （包1鐘帶薪食飯時間) 
09:00-17:00 920蚊/日
13:00-21:00 960蚊/日
17:00-01:00 1000蚊/日
時間唔啱可以自己揀,日日有工開
Part time炒散/全職都冇問題
唔好hea做,歡迎試工一日也冇問題
歡迎無任何經驗，白紙都冇問題🤩
有意直接whatsapp  6417 2764",fraud,Unknown,zh
"急！急！急！請大量兼職炒散封箱貼Label員 收工即出
早更 09:00-17:00 日$960  個鐘120
中更 16:00-00:00 日$960  個鐘120
通宵 00:00-08:00 日$960  個鐘120
（日日都要人 一至七）短炒4-5個鐘都可以
封箱 貼上標籤或條碼（唔使搬重物）
*包膳食 包飯鐘 車費津貼  男女亦可 經驗不拘 好易上手 
-*環境整潔舒適及有冷氣 有車接送
-*土瓜灣,深水埗,新蒲崗,旺角,沙田,上水,荃灣,觀塘,葵青,元朗
有意請直接Whatsapp 67774251",fraud,Unknown,zh
"⚠️ 招聘 (Hiring)
Job Title
倉務員
(Warehouse Clerk)

Job Description
主要處理禮盒訂單, 執貨
(Mainly handles gift box orders, picking goods)

Pay Rate
$100-120/鐘
($100-120/hour)

Work Shifts
早班 (Morning Shift): 07:00~13:00
中班 (Afternoon Shift): 15:00~21:00
夜班 (Night Shift): 23:00~05:00
Benefits
包飯鐘 (Paid meal break)
基本膳食 / (Basic meal provided)
交通津貼都有 (Transportation allowance also included)
Contact Information
WhatsApp: 44643719",fraud,Unknown,zh
"尖沙咀高級會所Bar🍾無需經驗 聘請拳手PartyGirl 時薪800一小時
自由選擇上下班時間
無需做過 協助保持氣氛亦可 歡迎試工一樣即日現金出糧
Whatsapp : 68916537",fraud,Unknown,zh
"「✨南記粉麵店鋪招聘✨」
📣銀行轉帳出糧，冇現金糧📣
副廚總管$22150 起（要有廚房管理經驗
油麻地、大角咀、尖沙咀、西環、將軍澳廚房主任$18100起
油麻地、大角咀、長沙灣、中環、上環、將軍澳廚務員$17000起
黃埔夜更收銀$14700 起
尖沙咀早更收銀$14700 起
全職福利: 營業獎金,年終獎金,勤工獎,新人獎,跨區津貼$1000，有薪年假,法定假期,醫療福利，包兩餐
（Whatsapp 69028913）
請註明應徵職位",fraud,Unknown,zh
